customer_id,Country_Code,Phone_Number,Full_Phone,Fraud_Label,Customer_Vintage_Bucket,customer_risk_rating,Customer_Segment,Occupation_Type,Avg_Monthly_Txn_Value,KYC_Update_Freq,PEP_HighRisk_Flag,Txn_Count_1H,Txn_Frequency_Day_vs_Mean,RoundAmt_Repetitiveness_Percent,SameDay_CreditReversal_Count_7D,KYC_Country,KYC_City,Geo_Restriction_Level,Restricted_Geo_Location
CUST00000039,+971,808439961,+971808439961,0,Mature,2,Retail,Salaried,103372.77,0,0,1,1.05,7.8,0,UAE,Sharjah,Normal,0
CUST00000040,+44,2994204098,+442994204098,0,Mature,2,Retail,Student,110187.55,0,0,0,0.61,23.8,0,UK,Birmingham,Normal,0
CUST00000041,+91,9300392977,+919300392977,0,New,1,Retail,Salaried,189486.56,0,0,0,0.55,45.7,0,India,Hyderabad,Watchlist,1
CUST00000042,+91,7883213469,+917883213469,1,New,1,Retail,Salaried,126573.0,7,1,19,3.69,45.7,3,India,Chennai,Normal,0
CUST00000043,+44,6637765838,+446637765838,0,Mature,1,Retail,Self-Employed,94348.05,0,0,0,0.09,12.3,0,UK,Manchester,Normal,0
CUST00000044,+65,72427771,+6572427771,0,Mature,1,Retail,Salaried,41068.51,0,0,3,0.34,22.7,0,Singapore,Singapore,Normal,0
CUST00000045,+1,3140161033,+13140161033,0,Mature,1,Retail,Salaried,144388.5,0,0,11,0.58,16.3,0,USA,San Francisco,Normal,0
CUST00000046,+95,643102691,+95643102691,1,Mature,1,Retail,Salaried,6205843.24,0,0,29,1.57,33.6,3,Myanmar,Mandalay,High-Risk,1
CUST00000047,+971,625226229,+971625226229,0,Mature,1,Retail,Salaried,199335.0,0,0,0,0.08,32.1,0,UAE,Dubai,Normal,0
CUST00000048,+91,6649727548,+916649727548,0,Mature,1,Retail,Salaried,68629.65,0,0,0,0.5,37.9,0,India,Kolkata,Normal,0
CUST00000049,+91,8165129206,+918165129206,0,Mature,3,Retail,Self-Employed,146032.22,2,0,3,1.49,39.1,0,India,Delhi,Normal,0
CUST00000050,+91,9874173544,+919874173544,0,Mid,1,Retail,Salaried,561582.66,0,0,0,0.88,5.3,0,India,Kolkata,Normal,0
CUST00000051,+91,9050931450,+919050931450,0,Mature,2,Retail,Student,527435.28,0,0,0,0.2,52.1,0,India,Mumbai,Normal,0
CUST00000052,+91,8250261879,+918250261879,0,Mature,1,Retail,Salaried,50220.73,0,0,2,1.65,21.8,0,India,Hyderabad,Normal,0
CUST00000053,+91,9544504733,+919544504733,0,New,1,Retail,Salaried,156667.25,0,0,0,0.01,10.8,0,India,Delhi,Normal,0
CUST00000054,+91,8349017769,+918349017769,0,Mature,1,Retail,Retired,130347.14,0,0,0,0.54,13.4,0,India,Hyderabad,Normal,0
CUST00000055,+44,3779989758,+443779989758,0,Mature,1,Retail,Self-Employed,370748.83,0,0,2,0.07,17.1,0,UK,Manchester,Normal,0
CUST00000056,+91,8761246691,+918761246691,0,Mature,1,Retail,Self-Employed,79980.81,0,0,1,0.09,15.6,0,India,Chennai,Normal,0
CUST00000057,+971,905806785,+971905806785,0,Mature,1,Retail,Salaried,692448.31,0,0,1,0.85,1.1,0,UAE,Dubai,Normal,0
CUST00000058,+91,8554818405,+918554818405,0,Mid,2,Retail,Self-Employed,61334.27,2,0,18,0.9,37.0,0,India,Delhi,Normal,0
CUST00000059,+49,65643735141,+4965643735141,0,Mature,1,Retail,Self-Employed,177703.37,2,0,0,0.65,16.1,0,Germany,Munich,Normal,0
CUST00000060,+971,738846309,+971738846309,0,Mature,1,Retail,Salaried,75825.38,0,0,22,0.34,13.7,0,UAE,Abu Dhabi,Normal,0
CUST00000061,+91,7382566707,+917382566707,0,Mature,1,Retail,Student,336203.12,0,0,0,0.25,36.8,0,India,Hyderabad,Normal,0
CUST00000062,+91,8992282386,+918992282386,0,Mid,1,Retail,Self-Employed,38310.76,0,0,0,0.46,50.8,0,India,Delhi,Normal,0
CUST00000063,+91,9818736676,+919818736676,0,Mid,2,Retail,Retired,173317.04,0,0,4,0.31,3.7,0,India,Mumbai,Normal,0
CUST00000064,+91,9161322999,+919161322999,1,Mid,1,Retail,Unemployed,48496.38,10,0,18,5.59,33.3,0,India,Delhi,Normal,0
CUST00000065,+91,9260446088,+919260446088,0,New,1,Retail,Salaried,135690.17,0,0,0,0.18,53.1,0,India,Bangalore,Normal,0
CUST00000066,+1,8176530594,+18176530594,0,Mid,1,Retail,Salaried,221141.45,2,0,0,0.82,5.8,0,USA,San Francisco,Normal,0
CUST00000067,+971,601304408,+971601304408,0,Mature,2,Retail,Salaried,283833.89,1,0,0,0.26,9.9,0,UAE,Dubai,Normal,0
CUST00000068,+65,76620810,+6576620810,0,Mature,1,Retail,Salaried,705485.38,0,0,1,0.32,39.2,0,Singapore,Singapore,Normal,0
CUST00000069,+91,8183534692,+918183534692,0,Mid,2,Retail,Student,526654.41,0,0,1,0.09,3.0,0,India,Bangalore,Normal,0
CUST00000070,+91,7219947386,+917219947386,0,New,1,Retail,Unemployed,114000.64,0,0,2,0.65,21.8,0,India,Mumbai,Normal,0
CUST00000071,+91,6177841231,+916177841231,0,Mid,2,Retail,Retired,112893.68,0,0,0,1.42,39.5,0,India,Delhi,Normal,0
CUST00000072,+971,621997037,+971621997037,1,Mature,3,Retail,Self-Employed,6551050.35,0,1,40,2.81,49.4,2,UAE,Sharjah,Normal,0
CUST00000073,+91,6414466934,+916414466934,0,Mid,2,Retail,Self-Employed,395586.33,0,0,0,1.09,66.5,0,India,Kolkata,Normal,0
CUST00000074,+91,7822807405,+917822807405,0,New,1,Retail,Self-Employed,55754.14,2,0,0,0.67,41.1,0,India,Delhi,Normal,0
CUST00000075,+91,8326292997,+918326292997,0,Mature,1,Corporate,Student,175616.42,0,0,0,1.1,24.7,0,India,Bangalore,Normal,0
CUST00000076,+91,6726468247,+916726468247,0,Mature,1,Retail,Salaried,156179.3,0,0,4,1.07,2.1,0,India,Hyderabad,Normal,0
CUST00000077,+91,6848045238,+916848045238,0,Mature,1,Retail,Salaried,108416.2,0,0,3,0.41,26.3,0,India,Mumbai,Normal,0
CUST00000078,+49,28443095628,+4928443095628,0,New,1,Retail,Self-Employed,70132.79,0,0,0,0.79,15.4,0,Germany,Frankfurt,Normal,0
CUST00000079,+91,8093768821,+918093768821,0,Mid,2,Retail,Retired,43674.47,0,0,0,0.25,8.9,1,India,Kolkata,Normal,0
CUST00000080,+971,808888632,+971808888632,0,Mature,1,Retail,Salaried,70639.08,0,0,3,0.66,12.5,0,UAE,Abu Dhabi,Normal,0
CUST00000081,+1,4628261733,+14628261733,0,Mid,1,Retail,Self-Employed,186002.75,0,0,0,0.3,22.2,0,USA,Los Angeles,Normal,0
CUST00000082,+91,9586823166,+919586823166,0,Mature,2,Retail,Retired,320656.54,0,0,11,1.19,61.2,0,India,Kolkata,Normal,0
CUST00000083,+91,6830209827,+916830209827,0,Mid,1,Retail,Self-Employed,721830.2,0,0,0,0.39,61.1,0,India,Bangalore,Normal,0
CUST00000084,+91,7792288002,+917792288002,0,Mid,2,Retail,Salaried,259779.03,0,0,1,0.38,21.3,0,India,Bangalore,Normal,0
CUST00000085,+91,8872894787,+918872894787,0,Mature,2,Retail,Self-Employed,319406.89,0,0,3,0.24,10.2,0,India,Kolkata,Normal,0
CUST00000086,+91,6438856698,+916438856698,0,Mature,3,Retail,Salaried,719687.84,0,0,3,0.31,16.7,0,India,Bangalore,Normal,0
CUST00000087,+971,702858254,+971702858254,0,Mature,2,Retail,Self-Employed,260579.52,0,0,2,0.93,33.3,0,UAE,Dubai,Normal,0
CUST00000088,+91,6611301024,+916611301024,0,Mid,1,Retail,Self-Employed,436464.82,0,0,0,0.1,34.2,0,India,Bangalore,Normal,0
CUST00000089,+971,734530080,+971734530080,0,New,1,Retail,Retired,146726.63,0,0,0,0.36,15.9,0,UAE,Abu Dhabi,Normal,0
CUST00000090,+91,6252289731,+916252289731,0,Mature,1,Retail,Salaried,353981.83,0,0,2,0.38,19.3,0,India,Chennai,Normal,0
CUST00000091,+91,7277519082,+917277519082,0,Mature,1,Corporate,Salaried,235154.49,0,0,4,0.22,16.2,0,India,Bangalore,Normal,0
CUST00000092,+91,7373482944,+917373482944,0,Mid,1,Corporate,Self-Employed,163820.21,0,0,0,0.41,20.3,0,India,Bangalore,Normal,0
CUST00000093,+91,9373439827,+919373439827,0,New,2,Retail,Salaried,685402.66,0,0,24,0.45,5.8,0,India,Kolkata,Normal,0
CUST00000094,+49,58005575015,+4958005575015,0,New,1,Retail,Self-Employed,75926.94,0,0,1,0.14,19.0,0,Germany,Berlin,Normal,0
CUST00000095,+44,5238885540,+445238885540,0,Mature,1,Retail,Unemployed,99914.59,0,0,3,0.07,5.5,0,UK,Manchester,Normal,0
CUST00000096,+91,6476401271,+916476401271,0,Mature,2,Retail,Salaried,509958.05,0,0,3,0.83,45.6,0,India,Kolkata,Normal,0
CUST00000097,+971,350351663,+971350351663,0,Mature,1,Retail,Salaried,432319.1,0,0,0,0.69,57.1,0,UAE,Abu Dhabi,Normal,0
CUST00000098,+91,9181996556,+919181996556,0,Mid,1,Retail,Self-Employed,200818.68,0,0,0,0.27,4.3,0,India,Hyderabad,Normal,0
CUST00000099,+971,404996503,+971404996503,0,Mature,1,Retail,Salaried,260864.12,0,0,0,0.16,28.2,0,UAE,Sharjah,Normal,0
CUST00000100,+91,6578032557,+916578032557,0,New,2,Corporate,Self-Employed,300711.68,0,0,0,0.72,23.3,0,India,Hyderabad,Normal,0
CUST00000101,+91,7262732247,+917262732247,1,Mid,2,Corporate,Self-Employed,678262.31,10,0,33,5.93,65.8,2,India,Kolkata,Normal,0
CUST00000102,+44,2154375045,+442154375045,0,Mature,2,Retail,Retired,291697.98,0,1,1,0.55,14.9,0,UK,Birmingham,Normal,0
CUST00000103,+91,9443227194,+919443227194,0,Mid,1,Retail,Student,103843.2,0,0,19,0.52,18.3,0,India,Delhi,Normal,0
CUST00000104,+91,9188915224,+919188915224,0,Mid,2,Retail,Retired,151041.49,0,0,0,0.1,20.9,0,India,Bangalore,Normal,0
CUST00000105,+91,7783033222,+917783033222,0,New,1,Retail,Salaried,103104.8,0,0,1,1.18,12.7,0,India,Hyderabad,Normal,0
CUST00000106,+44,6418963545,+446418963545,0,New,1,Retail,Retired,175558.0,0,0,7,0.85,39.7,0,UK,Birmingham,Normal,0
CUST00000107,+91,6177485129,+916177485129,0,Mature,1,Corporate,Student,400968.08,2,0,0,0.54,18.1,0,India,Chennai,Normal,0
CUST00000108,+91,7476099280,+917476099280,0,Mature,1,Retail,Self-Employed,282372.78,0,0,1,1.84,9.9,0,India,Chennai,Normal,0
CUST00000109,+91,7857350250,+917857350250,0,Mature,1,Retail,Retired,86207.13,0,0,0,0.52,10.8,0,India,Mumbai,Normal,0
CUST00000110,+91,6971245854,+916971245854,0,Mature,2,Retail,Salaried,860820.57,0,0,13,0.02,13.3,0,India,Mumbai,Normal,0
CUST00000111,+91,6673970508,+916673970508,0,Mature,1,Retail,Self-Employed,228307.88,2,0,2,1.12,25.2,1,India,Hyderabad,Normal,0
CUST00000112,+971,755418823,+971755418823,0,New,1,Retail,Salaried,115931.87,0,0,0,0.21,44.3,0,UAE,Dubai,Normal,0
CUST00000113,+91,7606587273,+917606587273,0,New,1,Retail,Salaried,156238.32,2,0,24,0.05,16.7,0,India,Chennai,Normal,0
CUST00000114,+91,8234447151,+918234447151,0,Mature,1,Retail,Self-Employed,127530.68,0,0,0,0.26,73.2,0,India,Kolkata,Normal,0
CUST00000115,+44,5404831478,+445404831478,0,New,1,Retail,Salaried,238215.04,0,0,0,0.85,6.4,3,UK,Manchester,Normal,0
CUST00000116,+971,592538611,+971592538611,0,Mature,2,Retail,Salaried,68993.79,0,0,2,0.11,33.5,0,UAE,Dubai,Normal,0
CUST00000117,+44,6307915090,+446307915090,0,New,2,Retail,Salaried,251569.6,0,0,1,0.99,2.4,0,UK,London,Normal,0
CUST00000118,+92,5424178247,+925424178247,1,Mid,2,Retail,Salaried,1559874.15,6,0,39,1.86,79.7,3,Pakistan,Islamabad,Watchlist,1
CUST00000119,+91,7320480793,+917320480793,0,Mature,2,Retail,Salaried,236238.01,0,0,2,0.29,15.0,0,India,Kolkata,Normal,0
CUST00000120,+971,490124943,+971490124943,0,Mid,1,Retail,Student,263805.89,0,0,1,0.51,35.0,0,UAE,Abu Dhabi,Normal,0
CUST00000121,+91,9874099929,+919874099929,0,Mid,2,Retail,Self-Employed,164259.6,0,0,0,1.16,36.9,0,India,Bangalore,Normal,0
CUST00000122,+65,85293457,+6585293457,0,Mature,1,Retail,Self-Employed,458229.73,1,0,0,0.9,5.9,0,Singapore,Singapore,Normal,0
CUST00000123,+91,9898721682,+919898721682,0,Mid,1,Corporate,Salaried,265800.04,0,0,0,0.43,28.5,0,India,Delhi,Normal,0
CUST00000124,+91,9471746291,+919471746291,0,Mid,1,Retail,Salaried,411534.75,0,0,0,0.88,20.1,0,India,Mumbai,Normal,0
CUST00000125,+91,8206294759,+918206294759,0,Mature,1,Retail,Salaried,118481.06,0,0,3,0.76,18.9,0,India,Hyderabad,Normal,0
CUST00000126,+49,22695795160,+4922695795160,0,New,1,Retail,Salaried,66912.51,0,1,0,0.41,4.1,0,Germany,Munich,Normal,0
CUST00000127,+91,6546144721,+916546144721,0,Mature,1,Retail,Self-Employed,297093.94,1,0,5,1.47,6.2,0,India,Mumbai,Normal,0
CUST00000128,+91,7870341226,+917870341226,0,Mature,1,Retail,Self-Employed,348793.2,0,0,3,2.78,68.1,0,India,Kolkata,Normal,0
CUST00000129,+971,304501620,+971304501620,0,New,2,Retail,Salaried,211113.6,0,0,28,0.07,60.9,0,UAE,Sharjah,Normal,0
CUST00000130,+91,9574212990,+919574212990,0,Mature,1,Retail,Salaried,315809.08,0,0,2,0.33,34.4,0,India,Hyderabad,Normal,0
CUST00000131,+65,34829177,+6534829177,0,Mature,1,Retail,Salaried,100548.96,0,0,0,0.14,17.0,2,Singapore,Singapore,Normal,0
CUST00000132,+65,80061347,+6580061347,0,Mid,2,Retail,Salaried,421442.4,0,0,1,0.59,10.2,2,Singapore,Singapore,Normal,0
CUST00000133,+91,8749043185,+918749043185,1,Mid,1,Retail,Salaried,1448951.45,1,0,17,2.84,37.5,3,India,Mumbai,Normal,0
CUST00000134,+1,7496255270,+17496255270,0,Mid,2,Retail,Self-Employed,289054.2,0,0,12,0.24,23.3,0,USA,San Francisco,Normal,0
CUST00000135,+44,4359728295,+444359728295,0,Mid,2,Corporate,Salaried,1076860.32,0,0,2,0.27,39.9,0,UK,Birmingham,Normal,0
CUST00000136,+91,6608320122,+916608320122,0,New,1,Retail,Retired,300372.06,0,0,3,0.42,48.3,0,India,Mumbai,Normal,0
CUST00000137,+91,9251354755,+919251354755,1,Mid,1,Retail,Self-Employed,8683795.45,20,0,28,2.49,42.0,0,India,Chennai,Normal,0
CUST00000138,+91,9349211060,+919349211060,0,Mid,1,Retail,Salaried,256247.23,0,0,14,0.66,5.8,0,India,Mumbai,Normal,0
CUST00000139,+971,876881920,+971876881920,0,Mature,1,Retail,Salaried,497137.44,0,0,0,0.11,17.8,0,UAE,Sharjah,Normal,0
CUST00000140,+91,7118132342,+917118132342,0,Mature,1,Retail,Unemployed,150646.32,0,0,0,0.33,19.3,1,India,Delhi,Normal,0
CUST00000141,+91,6930676945,+916930676945,1,Mid,1,Retail,Salaried,152084.59,1,0,26,2.97,65.1,0,India,Kolkata,Normal,0
CUST00000142,+91,7885591561,+917885591561,0,Mature,1,Retail,Salaried,77484.16,0,0,1,0.43,16.3,0,India,Kolkata,Normal,0
CUST00000143,+91,6569441935,+916569441935,0,Mature,1,Retail,Salaried,503332.64,0,0,3,0.12,3.2,0,India,Bangalore,Normal,0
CUST00000144,+98,4874296642,+984874296642,1,Mid,1,Retail,Salaried,229380.84,3,1,35,1.16,55.1,0,Iran,Isfahan,High-Risk,1
CUST00000145,+91,7691099300,+917691099300,0,Mature,2,Retail,Unemployed,180187.3,0,0,0,0.52,23.6,0,India,Chennai,Normal,0
CUST00000146,+971,659086941,+971659086941,0,Mid,1,Retail,Self-Employed,314404.38,0,0,2,0.66,16.8,0,UAE,Dubai,Normal,0
CUST00000147,+1,4247809431,+14247809431,0,Mature,2,Retail,Retired,506108.31,0,0,0,0.34,21.7,0,USA,Los Angeles,Normal,0
CUST00000148,+91,6683313427,+916683313427,0,New,1,Retail,Salaried,126925.57,1,0,0,0.1,9.4,0,India,Bangalore,Normal,0
CUST00000149,+971,230426904,+971230426904,0,Mid,2,Retail,Salaried,487236.16,0,0,0,0.16,22.4,0,UAE,Sharjah,Normal,0
CUST00000150,+971,780391262,+971780391262,0,Mature,1,Retail,Salaried,222053.66,0,0,2,0.49,8.2,0,UAE,Sharjah,Normal,0
CUST00000151,+971,994853810,+971994853810,0,New,1,Corporate,Self-Employed,172681.4,0,0,2,0.34,33.4,0,UAE,Dubai,Normal,0
CUST00000152,+44,5052609316,+445052609316,0,Mid,1,Retail,Self-Employed,311010.36,0,0,0,0.05,27.0,0,UK,Birmingham,Normal,0
CUST00000153,+91,7077846003,+917077846003,0,Mature,1,Retail,Self-Employed,623618.56,0,0,3,0.98,4.1,0,India,Hyderabad,Normal,0
CUST00000154,+44,7262610798,+447262610798,0,Mature,1,Retail,Salaried,300270.32,0,0,0,2.27,64.4,0,UK,Birmingham,Normal,0
CUST00000155,+91,8956134192,+918956134192,0,Mature,1,Retail,Salaried,111163.59,0,0,0,0.26,41.5,0,India,Delhi,Normal,0
CUST00000156,+91,9394795813,+919394795813,0,Mature,1,Retail,Salaried,223451.55,0,0,0,0.16,23.9,0,India,Bangalore,Normal,0
CUST00000157,+91,8198838919,+918198838919,0,New,1,Retail,Student,311683.03,2,0,0,1.48,0.8,0,India,Mumbai,Normal,0
CUST00000158,+98,8945554436,+988945554436,1,New,1,Retail,Student,596231.51,10,1,45,0.61,13.5,0,Iran,Mashhad,High-Risk,1
CUST00000159,+91,8746728804,+918746728804,0,Mature,1,Retail,Salaried,155520.03,5,0,10,0.7,53.0,0,India,Hyderabad,Normal,0
CUST00000160,+91,8139829786,+918139829786,0,Mid,1,Retail,Salaried,291015.83,0,0,0,0.9,23.8,0,India,Mumbai,Normal,0
CUST00000161,+95,678584804,+95678584804,1,Mid,3,Corporate,Salaried,236661.46,2,0,23,4.46,79.8,0,Myanmar,Naypyidaw,High-Risk,1
CUST00000162,+91,7770829734,+917770829734,0,New,1,Retail,Salaried,641555.83,0,0,25,0.19,9.5,0,India,Bangalore,Normal,0
CUST00000163,+91,9328094618,+919328094618,0,Mature,2,Retail,Unemployed,186327.13,0,0,0,0.66,41.9,0,India,Delhi,Normal,0
CUST00000164,+91,9631072051,+919631072051,1,Mid,1,Retail,Student,1729397.18,4,0,0,1.37,60.1,4,India,Mumbai,Normal,0
CUST00000165,+971,623970941,+971623970941,0,Mature,1,Retail,Salaried,310589.84,0,0,4,1.64,5.0,0,UAE,Sharjah,Normal,0
CUST00000166,+91,7203433142,+917203433142,1,Mid,1,Retail,Salaried,8259688.79,10,0,21,0.36,73.8,4,India,Chennai,Normal,0
CUST00000167,+65,56426175,+6556426175,0,Mature,1,Retail,Self-Employed,83404.59,0,0,2,0.18,51.8,0,Singapore,Singapore,Normal,0
CUST00000168,+91,6921836216,+916921836216,0,Mid,2,Retail,Salaried,259067.77,0,0,1,0.15,41.9,0,India,Hyderabad,Normal,0
CUST00000169,+44,2917858326,+442917858326,0,New,1,Retail,Salaried,479605.09,0,0,2,0.27,19.9,0,UK,Birmingham,Normal,0
CUST00000170,+65,90511162,+6590511162,0,New,2,Retail,Salaried,160526.57,4,0,0,0.17,42.8,0,Singapore,Singapore,Normal,0
CUST00000171,+91,7577336444,+917577336444,0,Mid,1,Retail,Salaried,199683.13,0,0,1,0.39,43.8,0,India,Kolkata,Normal,0
CUST00000172,+91,7709057801,+917709057801,0,Mid,1,Corporate,Salaried,201349.38,5,0,1,0.66,35.8,0,India,Chennai,Normal,0
CUST00000173,+91,7272753582,+917272753582,0,Mature,1,Retail,Salaried,45495.53,3,0,1,0.2,13.0,0,India,Bangalore,Normal,0
CUST00000174,+91,7456623517,+917456623517,0,Mid,1,Retail,Salaried,240948.75,0,0,12,0.32,42.0,0,India,Chennai,Normal,0
CUST00000175,+98,3584476656,+983584476656,1,Mid,1,Retail,Salaried,160659.45,10,1,0,1.08,52.8,0,Iran,Tehran,High-Risk,1
CUST00000176,+98,9662005773,+989662005773,1,Mature,1,Retail,Salaried,8218738.46,0,0,12,6.37,33.2,1,Iran,Tehran,High-Risk,1
CUST00000177,+91,8198098334,+918198098334,0,Mid,1,Retail,Salaried,178825.73,0,0,0,0.19,41.0,0,India,Chennai,Normal,0
CUST00000178,+44,3556910645,+443556910645,0,Mid,3,Corporate,Self-Employed,88267.73,0,0,14,0.83,35.3,0,UK,Birmingham,Normal,0
CUST00000179,+65,67200113,+6567200113,0,New,1,Retail,Self-Employed,103190.86,1,0,0,0.51,32.9,0,Singapore,Singapore,Normal,0
CUST00000180,+91,9621623149,+919621623149,0,Mature,2,Retail,Self-Employed,971496.99,0,0,2,0.06,16.9,0,India,Chennai,Normal,0
CUST00000181,+1,3960949192,+13960949192,0,Mid,1,Retail,Salaried,249203.49,0,0,0,0.43,16.1,0,USA,Los Angeles,Normal,0
CUST00000182,+91,6372259509,+916372259509,0,Mid,1,Retail,Unemployed,86315.69,0,0,0,0.21,41.3,0,India,Hyderabad,Normal,0
CUST00000183,+65,39980619,+6539980619,0,Mature,2,Retail,Salaried,179017.61,0,0,0,0.39,8.9,0,Singapore,Singapore,Normal,0
CUST00000184,+91,8037274480,+918037274480,0,New,2,Retail,Student,368994.62,0,0,0,0.08,12.2,0,India,Delhi,Normal,0
